Event,Team,DP Rank,Qual Rank,Alliance #,Alliance Pick,Qual DP,Alliance DP,Playoff DP,Awards DP,Total DP,,,,
2018abca,frc2122,1,1,1,1,22,16,30,5,73,1,1,68%,68%
2018abca,frc359,2,4,1,2,19,16,30,0,65,4,4,70%,64%
2018abca,frc3250,3,2,2,1,21,15,20,5,61,2,2,48%,38%
2018abca,frc2130,4,5,2,2,18,15,20,5,58,5,,52%,35%
2018abca,frc3216,5,10,3,2,16,14,10,5,45,,,24%,8%
2018abca,frc6679,6,6,4,1,18,13,10,0,41,,,29%,11%
2018abca,frc4733,7,32,1,3,7,1,30,0,38,,32,21%,11%
2018abca,frc4334,8,15,4,2,14,13,10,0,37,,,10%,5%
2018abca,frc4775,9,8,5,2,17,12,0,8,37,,,8%,3%
2018abca,frc6188,10,7,5,1,17,12,0,0,29,,,8%,5%
2018abca,frc5630,11,33,2,3,6,2,20,0,28,,,8%,3%
2018abca,frc6351,12,17,4,3,13,4,10,0,27,,,6%,2%
2018abca,frc3011,13,9,6,1,16,11,0,0,27,,,11%,6%
2018abca,frc5787,14,11,7,1,15,10,0,0,25,,,2%,3%
2018abca,frc5015,15,18,6,2,13,11,0,0,24,,,2%,0%
2018abca,frc5078,16,12,8,1,15,9,0,0,24,,,5%,10%
2018abca,frc6364,17,26,8,2,10,9,0,5,24,,,6%,6%
2018abca,frc4627,18,31,7,2,7,10,0,5,22,,,3%,3%
2018abca,frc5725,19,16,8,3,13,8,0,0,21,,,3%,6%
2018abca,frc5118,20,13,5,3,15,5,0,0,20,,,3%,6%
2018abca,frc1482,21,19,7,3,12,7,0,0,19,,,2%,3%
2018abca,frc6841,22,14,6,0,14,0,0,5,19,,,3%,5%
2018abca,frc7277,23,22,-1,-1,11,0,0,8,19,,,0%,0%
2018abca,frc6435,24,23,-1,-1,11,0,0,5,16,,,0%,2%
2018abca,frc4010,25,24,-1,-1,10,0,0,5,15,,,2%,3%
2018abca,frc6701,26,30,6,3,8,6,0,0,14,,,3%,6%
2018abca,frc6979,27,20,-1,-1,12,0,0,0,12,,,0%,2%
2018abca,frc4604,28,25,-1,-1,10,0,0,0,10,,,0%,3%
2018abca,frc7246,29,34,-1,-1,5,0,0,5,10,,,2%,5%
2018abca,frc6041,30,28,-1,-1,9,0,0,0,9,,,0%,5%
2018abca,frc6178,31,27,-1,-1,9,0,0,0,9,,,0%,0%
2018abca,frc6700,32,29,-1,-1,8,0,0,0,8,,,0%,5%
2018abca,frc7205,33,35,-1,-1,4,0,0,0,4,,,0%,2%
2018alhu,frc2556,1,1,1,1,22,16,30,5,73,1,1,0%,2%
2018alhu,frc3792,2,3,1,2,20,16,30,0,66,3,3,0%,8%
2018alhu,frc3959,3,2,2,1,21,15,20,5,61,2,2,0%,2%
2018alhu,frc342,4,8,2,2,17,15,20,0,52,8,,0%,2%
2018alhu,frc3844,5,13,1,3,15,1,30,5,51,,13,0%,0%
2018alhu,frc4087,6,4,3,1,20,14,10,0,44,,,0%,0%
2018alhu,frc141,7,19,3,2,14,14,10,5,43,,,0%,0%
2018alhu,frc4451,8,5,4,1,19,13,10,0,42,,,0%,2%
2018alhu,frc4965,9,9,4,2,17,13,10,0,40,,,0%,3%
2018alhu,frc7072,10,36,2,3,8,2,20,5,35,,,0%,3%
2018alhu,frc1319,11,7,5,2,18,12,0,5,35,,,0%,2%
2018alhu,frc4533,12,6,5,1,18,12,0,5,35,,,0%,0%
2018alhu,frc6366,13,14,6,2,15,11,0,5,31,,,0%,0%
2018alhu,frc5410,14,28,3,3,11,3,10,5,29,,,0%,0%
2018alhu,frc3593,15,16,7,2,14,10,0,5,29,,,0%,0%
2018alhu,frc5045,16,18,4,3,14,4,10,0,28,,,0%,2%
2018alhu,frc2815,17,10,6,1,17,11,0,0,28,,,0%,0%
2018alhu,frc4740,18,11,7,1,16,10,0,0,26,,,0%,2%
2018alhu,frc7026,19,12,8,1,16,9,0,0,25,,,0%,0%
2018alhu,frc34,20,26,8,2,11,9,0,5,25,,,0%,0%
2018alhu,frc1369,21,17,8,3,14,8,0,0,22,,,0%,0%
2018alhu,frc7111,22,21,-1,-1,13,0,0,8,21,,,0%,0%
2018alhu,frc6404,23,23,7,3,12,7,0,0,19,,,0%,0%
2018alhu,frc547,24,24,5,3,12,5,0,0,17,,,0%,0%
2018alhu,frc5721,25,30,-1,-1,10,0,0,5,15,,,0%,0%
2018alhu,frc4924,26,38,-1,-1,7,0,0,8,15,,,0%,0%
2018alhu,frc2973,27,20,-1,-1,13,0,0,0,13,,,0%,0%
2018alhu,frc3966,28,22,-1,-1,13,0,0,0,13,,,0%,0%
2018alhu,frc3139,29,25,-1,-1,12,0,0,0,12,,,0%,0%
2018alhu,frc4306,30,27,-1,-1,11,0,0,0,11,,,0%,0%
2018alhu,frc7065,31,29,-1,-1,11,0,0,0,11,,,0%,0%
2018alhu,frc3319,32,32,-1,-1,10,0,0,0,10,,,0%,0%
2018alhu,frc442,33,31,-1,-1,10,0,0,0,10,,,0%,0%
2018alhu,frc5858,34,34,-1,-1,9,0,0,0,9,,,0%,0%
2018alhu,frc6107,35,33,-1,-1,9,0,0,0,9,,,0%,0%
2018alhu,frc5058,36,35,-1,-1,8,0,0,0,8,,,0%,0%
2018alhu,frc6937,37,37,-1,-1,8,0,0,0,8,,,0%,0%
2018alhu,frc5616,38,39,-1,-1,7,0,0,0,7,,,,
2018alhu,frc538,39,40,-1,-1,6,0,0,0,6,,,,
2018alhu,frc3843,40,41,-1,-1,5,0,0,0,5,,,,
2018alhu,frc7313,41,42,-1,-1,5,0,0,0,5,,,,
2018alhu,frc5005,42,43,-1,-1,4,0,0,0,4,,,,
2018arli,frc3310,1,1,1,1,22,16,30,5,73,1,1,,
2018arli,frc16,2,2,1,2,21,16,30,5,72,2,2,,
2018arli,frc3937,3,3,2,1,21,15,20,8,64,3,3,,
2018arli,frc364,4,10,2,2,17,15,20,5,57,10,,,
2018arli,frc4635,5,4,3,1,20,14,10,0,44,,,,
2018arli,frc3616,6,8,3,2,18,14,10,0,42,,,,
2018arli,frc6055,7,5,4,1,19,13,10,0,42,,,,
2018arli,frc323,8,9,4,2,18,13,10,0,41,,,,
2018arli,frc7123,9,44,1,3,9,1,30,0,40,,44,,
2018arli,frc5006,10,11,6,2,17,11,0,5,33,,,,
2018arli,frc2992,11,6,5,1,19,12,0,0,31,,,,
2018arli,frc1764,12,14,7,2,16,10,0,5,31,,,,
2018arli,frc4576,13,45,2,3,8,2,20,0,30,,,,
2018arli,frc3337,14,20,4,3,15,4,10,0,29,,,,
2018arli,frc701,15,7,6,1,18,11,0,0,29,,,,
2018arli,frc6474,16,16,7,3,16,7,0,5,28,,,,
2018arli,frc5550,17,12,7,1,17,10,0,0,27,,,,
2018arli,frc5437,18,15,6,3,16,6,0,5,27,,,,
2018arli,frc6131,19,27,3,3,13,3,10,0,26,,,,
2018arli,frc3039,20,13,8,1,16,9,0,0,25,,,,
2018arli,frc2183,21,18,8,3,15,8,0,0,23,,,,
2018arli,frc1818,22,19,8,0,15,0,0,5,20,,,,
2018arli,frc6647,23,41,8,2,9,9,0,0,18,,,,
2018arli,frc7106,24,42,-1,-1,9,0,0,8,17,,,,
2018arli,frc4523,25,36,5,3,11,5,0,0,16,,,,
2018arli,frc5002,26,34,-1,-1,11,0,0,5,16,,,,
2018arli,frc4209,27,17,-1,-1,15,0,0,0,15,,,,
2018arli,frc3991,28,24,-1,-1,14,0,0,0,14,,,,
2018arli,frc4403,29,21,-1,-1,14,0,0,0,14,,,,
2018arli,frc5454,30,22,-1,-1,14,0,0,0,14,,,,
2018arli,frc6855,31,23,-1,-1,14,0,0,0,14,,,,
2018arli,frc2080,32,25,-1,-1,13,0,0,0,13,,,,
2018arli,frc5729,33,26,-1,-1,13,0,0,0,13,,,,
2018arli,frc6186,34,28,-1,-1,13,0,0,0,13,,,,
2018arli,frc1209,35,30,-1,-1,12,0,0,0,12,,,,
2018arli,frc2395,36,32,-1,-1,12,0,0,0,12,,,,
2018arli,frc5721,37,29,-1,-1,12,0,0,0,12,,,,
2018arli,frc6640,38,31,-1,-1,12,0,0,0,12,,,,
2018arli,frc7263,39,50,-1,-1,7,0,0,5,12,,,,
2018arli,frc5568,40,35,-1,-1,11,0,0,0,11,,,,
2018arli,frc6586,41,33,-1,-1,11,0,0,0,11,,,,
2018arli,frc1912,42,39,-1,-1,10,0,0,0,10,,,,
2018arli,frc34,43,38,-1,-1,10,0,0,0,10,,,,
2018arli,frc5178,44,40,-1,-1,10,0,0,0,10,,,,
2018arli,frc7260,45,37,-1,-1,10,0,0,0,10,,,,
2018arli,frc1700,46,53,-1,-1,5,0,0,5,10,,,,
2018arli,frc6492,47,46,-1,-1,8,0,0,0,8,,,,
2018arli,frc7066,48,47,-1,-1,8,0,0,0,8,,,,
2018arli,frc31,49,49,-1,-1,7,0,0,0,7,,,,
2018arli,frc3160,50,48,-1,-1,7,0,0,0,7,,,,
2018arli,frc4005,51,52,-1,-1,6,0,0,0,6,,,,
2018arli,frc6840,52,51,-1,-1,6,0,0,0,6,,,,
2018arli,frc2773,53,55,-1,-1,4,0,0,0,4,,,,
2018arli,frc7075,54,54,-1,-1,4,0,0,0,4,,,,
2018ausc,frc4253,1,1,1,1,22,16,30,5,73,1,1,,
2018ausc,frc4613,2,2,1,2,21,16,30,5,72,2,2,,
2018ausc,frc6508,3,8,6,1,16,11,20,5,52,8,8,,
2018ausc,frc6996,4,15,6,2,13,11,20,8,52,15,,,
2018ausc,frc6579,5,3,2,1,20,15,10,5,50,,,,
2018ausc,frc5985,6,4,2,2,19,15,10,5,49,,,,
2018ausc,frc4802,7,17,1,3,12,1,30,5,48,,17,,
2018ausc,frc3008,8,20,4,2,11,13,10,8,42,,,,
2018ausc,frc7074,9,6,4,1,17,13,10,0,40,,,,
2018ausc,frc4774,10,26,6,3,8,6,20,5,39,,,,
2018ausc,frc6836,11,5,3,1,18,14,0,5,37,,,,
2018ausc,frc6191,12,18,4,3,12,4,10,5,31,,,,
2018ausc,frc7278,13,7,5,1,17,12,0,0,29,,,,
2018ausc,frc3132,14,23,3,2,9,14,0,5,28,,,,
2018ausc,frc4537,15,12,5,2,14,12,0,0,26,,,,
2018ausc,frc6998,16,9,7,1,16,10,0,0,26,,,,
2018ausc,frc6434,17,10,8,1,15,9,0,0,24,,,,
2018ausc,frc7130,18,29,2,3,5,2,10,5,22,,,,
2018ausc,frc5593,19,13,8,3,14,8,0,0,22,,,,
2018ausc,frc6083,20,16,8,2,12,9,0,0,21,,,,
2018ausc,frc5983,21,14,5,3,13,5,0,0,18,,,,
2018ausc,frc5331,22,21,7,3,10,7,0,0,17,,,,
2018ausc,frc7023,23,22,3,3,10,3,0,0,13,,,,
2018ausc,frc4739,24,19,-1,-1,11,0,0,0,11,,,,
2018ausc,frc6118,25,24,-1,-1,9,0,0,0,9,,,,
2018ausc,frc6520,26,25,-1,-1,8,0,0,0,8,,,,
2018ausc,frc6204,27,27,-1,-1,7,0,0,0,7,,,,
2018ausc,frc4817,28,28,-1,-1,6,0,0,0,6,,,,
2018ausc,frc6187,29,30,-1,-1,4,0,0,0,4,,,,
2018ausp,frc5663,1,5,2,2,19,15,30,8,72,5,5,,
2018ausp,frc5985,2,2,2,1,21,15,30,5,71,2,2,,
2018ausp,frc4613,3,4,1,2,19,16,20,5,60,4,,,
2018ausp,frc6579,4,3,3,1,20,14,10,5,49,3,,,
2018ausp,frc7128,5,35,2,3,7,2,30,5,44,,35,,
2018ausp,frc5331,6,8,5,1,17,12,10,0,39,,,,
2018ausp,frc6813,7,6,4,1,18,13,0,8,39,,,,
2018ausp,frc6024,8,10,5,2,16,12,10,0,38,,,,
2018ausp,frc3132,9,9,4,2,17,13,0,5,35,,,,
2018ausp,frc6050,10,20,1,3,13,1,20,0,34,,,,
2018ausp,frc5648,11,23,5,3,12,5,10,5,32,,,,
2018ausp,frc4774,12,13,7,2,15,10,0,5,30,,,,
2018ausp,frc6434,13,12,7,1,15,10,0,5,30,,,,
2018ausp,frc6524,14,11,6,1,16,11,0,0,27,,,,
2018ausp,frc4729,15,19,6,2,13,11,0,0,24,,,,
2018ausp,frc6432,16,14,8,1,15,9,0,0,24,,,,
2018ausp,frc6083,17,18,8,3,13,8,0,0,21,,,,
2018ausp,frc4802,18,34,3,3,7,3,10,0,20,,,,
2018ausp,frc6509,19,28,8,2,10,9,0,0,19,,,,
2018ausp,frc5333,20,25,7,3,11,7,0,0,18,,,,
2018ausp,frc5988,21,22,4,3,12,4,0,0,16,,,,
2018ausp,frc6035,22,15,-1,-1,14,0,0,0,14,,,,
2018ausp,frc6063,23,16,-1,-1,14,0,0,0,14,,,,
2018ausp,frc6575,24,17,-1,-1,14,0,0,0,14,,,,
2018ausp,frc7113,25,30,-1,-1,9,0,0,5,14,,,,
2018ausp,frc6476,26,21,-1,-1,12,0,0,0,12,,,,
2018ausp,frc6449,27,26,-1,-1,11,0,0,0,11,,,,
2018ausp,frc6525,28,24,-1,-1,11,0,0,0,11,,,,
2018ausp,frc7124,29,37,-1,-1,6,0,0,5,11,,,,
2018ausp,frc6007,30,39,6,3,4,6,0,0,10,,,,
2018ausp,frc5564,31,29,-1,-1,10,0,0,0,10,,,,
2018ausp,frc6440,32,27,-1,-1,10,0,0,0,10,,,,
2018ausp,frc5876,33,31,-1,-1,9,0,0,0,9,,,,
2018ausp,frc4801,34,32,-1,-1,8,0,0,0,8,,,,
2018ausp,frc7163,35,33,-1,-1,8,0,0,0,8,,,,
2018ausp,frc4614,36,36,-1,-1,6,0,0,0,6,,,,
2018ausp,frc7050,37,38,-1,-1,5,0,0,0,5,,,,
2018azfl,frc254,1,1,1,1,22,16,30,5,73,1,1,,
2018azfl,frc842,2,4,1,2,20,16,30,5,71,4,4,,
2018azfl,frc2122,3,2,2,1,22,15,20,5,62,2,2,,
2018azfl,frc1011,4,5,2,2,20,15,20,0,55,5,,,
2018azfl,frc2486,5,3,3,1,21,14,10,8,53,,,,
2018azfl,frc2478,6,6,4,1,19,13,10,5,47,,,,
2018azfl,frc987,7,12,3,2,17,14,10,5,46,,,,
2018azfl,frc2403,8,29,1,3,13,1,30,0,44,,29,,
2018azfl,frc4565,9,18,4,2,15,13,10,0,38,,,,
2018azfl,frc8,10,8,6,1,18,11,0,5,34,,,,
2018azfl,frc4603,11,13,2,0,17,0,15,0,32,,,,
2018azfl,frc4183,12,7,5,1,19,12,0,0,31,,,,
2018azfl,frc1492,13,14,5,2,16,12,0,0,28,,,,
2018azfl,frc1836,14,9,7,1,18,10,0,0,28,,,,
2018azfl,frc4415,15,28,4,3,13,4,10,0,27,,,,
2018azfl,frc3853,16,11,7,2,17,10,0,0,27,,,,
2018azfl,frc6871,17,10,8,1,18,9,0,0,27,,,,
2018azfl,frc3501,18,15,8,2,16,9,0,0,25,,,,
2018azfl,frc5059,19,40,3,3,11,3,10,0,24,,,,
2018azfl,frc668,20,17,7,3,16,7,0,0,23,,,,
2018azfl,frc6968,21,19,-1,-1,15,0,0,8,23,,,,
2018azfl,frc4146,22,41,6,2,10,11,0,0,21,,,,
2018azfl,frc3309,23,26,6,3,14,6,0,0,20,,,,
2018azfl,frc2073,24,31,2,3,12,2,5,0,19,,,,
2018azfl,frc7059,25,27,-1,-1,13,0,0,5,18,,,,
2018azfl,frc6530,26,47,8,3,9,8,0,0,17,,,,
2018azfl,frc3019,27,34,-1,-1,12,0,0,5,17,,,,
2018azfl,frc2637,28,16,-1,-1,16,0,0,0,16,,,,
2018azfl,frc3187,29,39,-1,-1,11,0,0,5,16,,,,
2018azfl,frc2375,30,21,-1,-1,15,0,0,0,15,,,,
2018azfl,frc2840,31,22,-1,-1,14,0,0,0,14,,,,
2018azfl,frc6060,32,25,-1,-1,14,0,0,0,14,,,,
2018azfl,frc6518,33,23,-1,-1,14,0,0,0,14,,,,
2018azfl,frc6560,34,24,-1,-1,14,0,0,0,14,,,,
2018azfl,frc60,35,30,-1,-1,13,0,0,0,13,,,,
2018azfl,frc498,36,33,-1,-1,12,0,0,0,12,,,,
2018azfl,frc6585,37,32,-1,-1,12,0,0,0,12,,,,
2018azfl,frc991,38,35,-1,-1,12,0,0,0,12,,,,
2018azfl,frc1828,39,54,-1,-1,7,0,0,5,12,,,,
2018azfl,frc3577,40,38,-1,-1,11,0,0,0,11,,,,
2018azfl,frc3925,41,36,-1,-1,11,0,0,0,11,,,,
2018azfl,frc2135,42,42,-1,-1,10,0,0,0,10,,,,
2018azfl,frc7214,43,43,-1,-1,10,0,0,0,10,,,,
2018azfl,frc996,44,44,-1,-1,10,0,0,0,10,,,,
2018azfl,frc1138,45,48,-1,-1,9,0,0,0,9,,,,
2018azfl,frc1165,46,45,-1,-1,9,0,0,0,9,,,,
2018azfl,frc2437,47,46,-1,-1,9,0,0,0,9,,,,
2018azfl,frc6413,48,60,5,3,3,5,0,0,8,,,,
2018azfl,frc5539,49,50,-1,-1,8,0,0,0,8,,,,
2018azfl,frc6656,50,51,-1,-1,8,0,0,0,8,,,,
2018azfl,frc751,51,49,-1,-1,8,0,0,0,8,,,,
2018azfl,frc6127,52,53,-1,-1,7,0,0,0,7,,,,
2018azfl,frc6482,53,52,-1,-1,7,0,0,0,7,,,,
2018azfl,frc585,54,55,-1,-1,6,0,0,0,6,,,,
2018azfl,frc6931,55,56,-1,-1,6,0,0,0,6,,,,
2018azfl,frc3009,56,58,-1,-1,5,0,0,0,5,,,,
2018azfl,frc3785,57,57,-1,-1,5,0,0,0,5,,,,
2018azfl,frc4153,58,59,-1,-1,4,0,0,0,4,,,,
2018azpx,frc2403,1,1,1,1,22,16,30,5,73,1,1,,
2018azpx,frc4146,2,3,2,1,20,15,20,5,60,3,3,,
2018azpx,frc3853,3,6,2,2,18,15,20,5,58,6,,,
2018azpx,frc2840,4,19,1,3,13,1,30,0,44,19,19,,
2018azpx,frc1492,5,4,3,1,19,14,10,0,43,,,,
2018azpx,frc6352,6,7,3,2,18,14,10,0,42,,,,
2018azpx,frc2449,7,8,5,1,17,12,10,0,39,,,,
2018azpx,frc498,8,28,5,2,11,12,10,5,38,,,,
2018azpx,frc1726,9,5,4,1,19,13,0,5,37,,,,
2018azpx,frc3019,10,35,2,3,8,2,20,5,35,,,,
2018azpx,frc6413,11,10,7,1,16,10,0,8,34,,,,
2018azpx,frc6314,12,26,5,3,11,5,10,5,31,,,,
2018azpx,frc5613,13,11,8,1,16,9,0,5,30,,,,
2018azpx,frc991,14,9,6,1,17,11,0,0,28,,,,
2018azpx,frc6833,15,34,3,3,9,3,10,5,27,,,,
2018azpx,frc6479,16,12,6,2,16,11,0,0,27,,,,
2018azpx,frc3187,17,17,8,3,14,8,0,5,27,,,,
2018azpx,frc2647,18,14,7,3,15,7,0,5,27,,,,
2018azpx,frc4565,19,16,7,2,14,10,0,0,24,,,,
2018azpx,frc2662,20,15,8,2,15,9,0,0,24,,,,
2018azpx,frc7214,21,30,4,2,10,13,0,0,23,,,,
2018azpx,frc6871,22,18,-1,-1,14,0,0,8,22,,,,
2018azpx,frc1212,23,13,-1,-1,15,0,0,5,20,,,,
2018azpx,frc2375,24,24,6,3,12,6,0,0,18,,,,
2018azpx,frc4496,25,21,-1,-1,13,0,0,0,13,,,,
2018azpx,frc698,26,20,-1,-1,13,0,0,0,13,,,,
2018azpx,frc4111,27,23,-1,-1,12,0,0,0,12,,,,
2018azpx,frc6683,28,25,-1,-1,12,0,0,0,12,,,,
2018azpx,frc6922,29,22,-1,-1,12,0,0,0,12,,,,
2018azpx,frc6674,30,27,-1,-1,11,0,0,0,11,,,,
2018azpx,frc3944,31,40,4,3,6,4,0,0,10,,,,
2018azpx,frc1633,32,31,-1,-1,10,0,0,0,10,,,,
2018azpx,frc5200,33,29,-1,-1,10,0,0,0,10,,,,
2018azpx,frc1165,34,32,-1,-1,9,0,0,0,9,,,,
2018azpx,frc5465,35,33,-1,-1,9,0,0,0,9,,,,
2018azpx,frc3133,36,36,-1,-1,8,0,0,0,8,,,,
2018azpx,frc1290,37,37,-1,-1,7,0,0,0,7,,,,
2018azpx,frc7017,38,38,-1,-1,7,0,0,0,7,,,,
2018azpx,frc6748,39,39,-1,-1,6,0,0,0,6,,,,
2018azpx,frc2844,40,41,-1,-1,5,0,0,0,5,,,,
2018azpx,frc6372,41,42,-1,-1,4,0,0,0,4,,,,
2018bcvi,frc1241,1,1,1,1,22,16,30,5,73,1,1,,
2018bcvi,frc6390,2,6,1,2,17,16,30,8,71,6,6,,
2018bcvi,frc4627,3,2,2,1,21,15,20,5,61,2,2,,
2018bcvi,frc7190,4,9,2,2,16,15,20,5,56,9,,,
2018bcvi,frc6406,5,3,3,1,20,14,10,5,49,,,,
2018bcvi,frc4334,6,4,4,1,19,13,10,5,47,,,,
2018bcvi,frc7173,7,19,1,3,11,1,30,0,42,,19,,
2018bcvi,frc2643,8,15,3,2,13,14,10,5,42,,,,
2018bcvi,frc7169,9,7,6,1,17,11,0,5,33,,,,
2018bcvi,frc5078,10,21,2,3,10,2,20,0,32,,,,
2018bcvi,frc7287,11,10,8,1,15,9,0,8,32,,,,
2018bcvi,frc6403,12,8,7,1,16,10,0,5,31,,,,
2018bcvi,frc7167,13,17,3,3,12,3,10,5,30,,,,
2018bcvi,frc6351,14,5,5,1,18,12,0,0,30,,,,
2018bcvi,frc5787,15,11,5,2,15,12,0,0,27,,,,
2018bcvi,frc6364,16,22,6,2,10,11,0,5,26,,,,
2018bcvi,frc5118,17,20,4,3,11,4,10,0,25,,,,
2018bcvi,frc6485,18,18,8,2,12,9,0,0,21,,,,
2018bcvi,frc7158,19,13,7,3,14,7,0,0,21,,,,
2018bcvi,frc3985,20,27,8,3,7,8,0,5,20,,,,
2018bcvi,frc6458,21,12,6,3,14,6,0,0,20,,,,
2018bcvi,frc6408,22,25,7,2,8,10,0,0,18,,,,
2018bcvi,frc7262,23,16,-1,-1,12,0,0,5,17,,,,
2018bcvi,frc7135,24,26,5,3,8,5,0,0,13,,,,
2018bcvi,frc1482,25,23,-1,-1,9,0,0,0,9,,,,
2018bcvi,frc7189,26,24,-1,-1,9,0,0,0,9,,,,
2018bcvi,frc6563,27,28,-1,-1,6,0,0,0,6,,,,
2018bcvi,frc7170,28,29,-1,-1,5,0,0,0,5,,,,
2018bcvi,frc4625,29,30,-1,-1,4,0,0,0,4,,,,
2018caav,frc330,1,2,1,2,21,16,30,5,72,2,2,,
2018caav,frc294,2,4,3,1,19,14,20,5,58,4,4,,
2018caav,frc5012,3,3,2,1,20,15,10,5,50,3,,,
2018caav,frc3476,4,5,2,2,18,15,10,5,48,5,,,
2018caav,frc2658,5,16,1,3,14,1,30,0,45,,16,,
2018caav,frc4276,6,9,5,2,16,12,10,5,43,,,,
2018caav,frc5102,7,8,5,1,17,12,10,0,39,,,,
2018caav,frc3390,8,32,3,3,7,3,20,5,35,,,,
2018caav,frc4322,9,25,5,3,10,5,10,5,30,,,,
2018caav,frc597,10,7,4,1,17,13,0,0,30,,,,
2018caav,frc3647,11,15,4,2,14,13,0,0,27,,,,
2018caav,frc4470,12,10,6,1,16,11,0,0,27,,,,
2018caav,frc1160,13,11,7,1,15,10,0,0,25,,,,
2018caav,frc2637,14,14,7,2,14,10,0,0,24,,,,
2018caav,frc6382,15,12,8,1,15,9,0,0,24,,,,
2018caav,frc599,16,19,6,2,12,11,0,0,23,,,,
2018caav,frc2493,17,17,8,2,13,9,0,0,22,,,,
2018caav,frc6072,18,13,6,3,15,6,0,0,21,,,,
2018caav,frc5474,19,33,2,3,7,2,10,0,19,,,,
2018caav,frc2429,20,26,-1,-1,10,0,0,8,18,,,,
2018caav,frc4014,21,28,8,3,9,8,0,0,17,,,,
2018caav,frc5805,22,27,7,3,10,7,0,0,17,,,,
2018caav,frc702,23,21,-1,-1,12,0,0,5,17,,,,
2018caav,frc5124,24,22,4,3,11,4,0,0,15,,,,
2018caav,frc4255,25,18,-1,-1,13,0,0,0,13,,,,
2018caav,frc981,26,20,-1,-1,12,0,0,0,12,,,,
2018caav,frc3669,27,24,-1,-1,11,0,0,0,11,,,,
2018caav,frc6060,28,23,-1,-1,11,0,0,0,11,,,,
2018caav,frc4191,29,34,-1,-1,6,0,0,5,11,,,,
2018caav,frc2339,30,29,-1,-1,9,0,0,0,9,,,,
2018caav,frc585,31,30,-1,-1,8,0,0,0,8,,,,
2018caav,frc980,32,31,-1,-1,8,0,0,0,8,,,,
2018caav,frc3453,33,35,-1,-1,5,0,0,0,5,,,,
2018caav,frc5869,34,36,-1,-1,4,0,0,0,4,,,,
2018cada,frc1323,1,2,1,2,22,16,30,5,73,2,2,,
2018cada,frc6474,2,18,3,2,16,14,20,5,55,18,,,
2018cada,frc1072,3,4,3,1,20,14,20,0,54,4,4,,
2018cada,frc1671,4,13,2,2,17,15,10,5,47,13,,,
2018cada,frc3970,5,34,1,3,12,1,30,0,43,,34,,
2018cada,frc5496,6,6,5,1,19,12,10,0,41,,,,
2018cada,frc2141,7,23,5,2,15,12,10,0,37,,,,
2018cada,frc5940,8,5,4,1,20,13,0,0,33,,,,
2018cada,frc6918,9,38,5,3,12,5,10,5,32,,,,
2018cada,frc5507,10,7,6,1,19,11,0,0,30,,,,
2018cada,frc3880,11,59,3,3,6,3,20,0,29,,,,
2018cada,frc383,12,8,7,1,19,10,0,0,29,,,,
2018cada,frc5817,13,12,6,2,17,11,0,0,28,,,,
2018cada,frc4135,14,9,7,2,18,10,0,0,28,,,,
2018cada,frc1458,15,10,8,1,18,9,0,0,27,,,,
2018cada,frc3256,16,16,6,3,16,6,0,5,27,,,,
2018cada,frc199,17,35,8,2,12,9,0,5,26,,,,
2018cada,frc295,18,11,7,3,18,7,0,0,25,,,,
2018cada,frc1662,19,48,4,2,10,13,0,0,23,,,,
2018cada,frc2367,20,44,2,3,10,2,10,0,22,,,,
2018cada,frc3482,21,27,8,3,14,8,0,0,22,,,,
2018cada,frc701,22,30,-1,-1,13,0,0,8,21,,,,
2018cada,frc3598,23,21,-1,-1,15,0,0,5,20,,,,
2018cada,frc5480,24,24,-1,-1,14,0,0,5,19,,,,
2018cada,frc2144,25,25,4,3,14,4,0,0,18,,,,
2018cada,frc6619,26,33,-1,-1,13,0,0,5,18,,,,
2018cada,frc2204,27,14,-1,-1,17,0,0,0,17,,,,
2018cada,frc2035,28,17,-1,-1,16,0,0,0,16,,,,
2018cada,frc5728,29,15,-1,-1,16,0,0,0,16,,,,
2018cada,frc2551,30,42,-1,-1,11,0,0,5,16,,,,
2018cada,frc3501,31,20,-1,-1,15,0,0,0,15,,,,
2018cada,frc3859,32,19,-1,-1,15,0,0,0,15,,,,
2018cada,frc6174,33,22,-1,-1,15,0,0,0,15,,,,
2018cada,frc6822,34,58,-1,-1,7,0,0,8,15,,,,
2018cada,frc1280,35,26,-1,-1,14,0,0,0,14,,,,
2018cada,frc7229,36,28,-1,-1,14,0,0,0,14,,,,
2018cada,frc4643,37,32,-1,-1,13,0,0,0,13,,,,
2018cada,frc4698,38,31,-1,-1,13,0,0,0,13,,,,
2018cada,frc6612,39,29,-1,-1,13,0,0,0,13,,,,
2018cada,frc1351,40,37,-1,-1,12,0,0,0,12,,,,
2018cada,frc692,41,36,-1,-1,12,0,0,0,12,,,,
2018cada,frc3615,42,43,-1,-1,11,0,0,0,11,,,,
2018cada,frc5274,43,39,-1,-1,11,0,0,0,11,,,,
2018cada,frc6644,44,41,-1,-1,11,0,0,0,11,,,,
2018cada,frc981,45,40,-1,-1,11,0,0,0,11,,,,
2018cada,frc3013,46,47,-1,-1,10,0,0,0,10,,,,
2018cada,frc3669,47,46,-1,-1,10,0,0,0,10,,,,
2018cada,frc4171,48,45,-1,-1,10,0,0,0,10,,,,
2018cada,frc5458,49,52,-1,-1,9,0,0,0,9,,,,
